,date,close,high,low,open,volume
0,2015-01-01 00:00:00+05:30,1407.1,1422.0,1400.0,1400.05,4619
1,2015-01-02 00:00:00+05:30,1436.35,1450.0,1407.0,1407.0,16347
2,2015-01-05 00:00:00+05:30,1457.35,1471.0,1427.05,1435.0,10385
3,2015-01-06 00:00:00+05:30,1430.9,1450.0,1425.0,1448.0,10257
4,2015-01-07 00:00:00+05:30,1428.65,1450.0,1416.0,1431.05,15356
5,2015-01-08 00:00:00+05:30,1466.45,1519.85,1437.95,1438.0,21704
6,2015-01-09 00:00:00+05:30,1428.75,1479.55,1420.5,1462.0,10465
7,2015-01-12 00:00:00+05:30,1452.5,1468.0,1420.05,1420.05,14398
8,2015-01-13 00:00:00+05:30,1463.95,1476.75,1448.05,1457.0,7864
9,2015-01-14 00:00:00+05:30,1496.1,1535.0,1453.05,1459.0,42562
10,2015-01-15 00:00:00+05:30,1468.45,1528.0,1454.0,1501.0,27882
11,2015-01-16 00:00:00+05:30,1434.9,1465.0,1391.3,1464.0,23795
12,2015-01-19 00:00:00+05:30,1420.6,1458.0,1410.95,1435.0,64199
13,2015-01-20 00:00:00+05:30,1413.8,1439.95,1405.1,1425.0,14297
14,2015-01-21 00:00:00+05:30,1404.5,1436.95,1400.0,1419.0,12918
15,2015-01-22 00:00:00+05:30,1407.55,1434.9,1371.2,1392.0,37696
16,2015-01-23 00:00:00+05:30,1402.85,1433.6,1396.1,1412.0,11183
17,2015-01-27 00:00:00+05:30,1396.75,1412.0,1382.0,1407.95,74299
18,2015-01-28 00:00:00+05:30,1424.1,1427.0,1392.0,1392.0,103355
19,2015-01-29 00:00:00+05:30,1421.75,1426.2,1410.0,1426.1,99786
20,2015-01-30 00:00:00+05:30,1405.55,1429.0,1402.0,1423.25,56627
21,2015-02-02 00:00:00+05:30,1409.6,1435.7,1401.15,1404.5,25241
22,2015-02-03 00:00:00+05:30,1414.1,1420.0,1406.15,1413.95,42407
23,2015-02-04 00:00:00+05:30,1411.9,1421.0,1405.0,1410.3,9885
24,2015-02-05 00:00:00+05:30,1420.8,1442.0,1410.15,1416.65,72363
25,2015-02-06 00:00:00+05:30,1414.95,1425.0,1403.25,1419.95,24298
26,2015-02-09 00:00:00+05:30,1387.4,1420.0,1386.05,1420.0,36714
27,2015-02-10 00:00:00+05:30,1400.0,1412.0,1390.0,1394.15,15486
28,2015-02-11 00:00:00+05:30,1400.9,1408.95,1395.0,1401.05,8683
29,2015-02-12 00:00:00+05:30,1399.85,1414.85,1385.0,1406.0,27395
30,2015-02-13 00:00:00+05:30,1389.7,1405.0,1380.0,1397.75,17161
31,2015-02-16 00:00:00+05:30,1376.8,1396.05,1368.15,1385.25,69371
32,2015-02-18 00:00:00+05:30,1379.7,1424.0,1308.05,1375.0,102065
33,2015-02-19 00:00:00+05:30,1380.4,1396.3,1377.3,1379.05,33605
34,2015-02-20 00:00:00+05:30,1395.3,1405.0,1370.0,1380.45,15320
35,2015-02-23 00:00:00+05:30,1410.8,1468.0,1370.0,1455.0,73397
36,2015-02-24 00:00:00+05:30,1390.05,1416.0,1379.0,1406.0,14868
37,2015-02-25 00:00:00+05:30,1371.35,1400.9,1365.0,1394.65,28035
38,2015-02-26 00:00:00+05:30,1363.5,1378.0,1360.0,1367.5,5780
39,2015-02-27 00:00:00+05:30,1390.7,1404.95,1368.0,1368.0,152314
40,2015-03-02 00:00:00+05:30,1395.15,1410.0,1390.05,1399.0,58036
41,2015-03-03 00:00:00+05:30,1406.5,1415.0,1390.0,1390.0,15529
42,2015-03-04 00:00:00+05:30,1397.1,1410.9,1392.45,1402.05,10883
43,2015-03-05 00:00:00+05:30,1395.5,1399.0,1390.05,1395.5,6322
44,2015-03-09 00:00:00+05:30,1328.8,1396.95,1326.0,1391.0,79417
45,2015-03-10 00:00:00+05:30,1373.3,1376.0,1335.0,1335.0,12288
46,2015-03-11 00:00:00+05:30,1377.65,1390.0,1374.6,1374.6,9889
47,2015-03-12 00:00:00+05:30,1377.95,1395.0,1358.05,1382.0,16247
48,2015-03-13 00:00:00+05:30,1363.7,1388.0,1355.0,1373.05,6684
49,2015-03-16 00:00:00+05:30,1334.7,1367.9,1330.0,1365.05,28183
50,2015-03-17 00:00:00+05:30,1358.8,1374.65,1339.0,1339.0,14349
51,2015-03-18 00:00:00+05:30,1353.95,1358.3,1342.0,1348.0,130173
52,2015-03-19 00:00:00+05:30,1366.7,1378.0,1352.45,1359.95,18984
53,2015-03-20 00:00:00+05:30,1298.95,1362.65,1260.0,1355.4,69591
54,2015-03-23 00:00:00+05:30,1303.7,1321.1,1286.0,1321.1,21093
