,date,close,high,low,open,volume
0,2015-01-01 00:00:00+05:30,1125.9,1137.0,1119.0,1131.0,76848
1,2015-01-02 00:00:00+05:30,1127.84,1139.0,1123.55,1125.05,172991
2,2015-01-05 00:00:00+05:30,1131.59,1144.5,1126.05,1127.84,137885
3,2015-01-06 00:00:00+05:30,1097.9,1135.59,1090.75,1129.55,164585
4,2015-01-07 00:00:00+05:30,1106.5,1114.0,1079.75,1110.0,208499
5,2015-01-08 00:00:00+05:30,1126.34,1139.0,1103.7,1110.05,228503
6,2015-01-09 00:00:00+05:30,1124.65,1136.8,1106.05,1134.3,148255
7,2015-01-12 00:00:00+05:30,1118.45,1129.84,1112.0,1126.0,59612
8,2015-01-13 00:00:00+05:30,1150.09,1157.2,1119.0,1119.0,327470
9,2015-01-14 00:00:00+05:30,1160.55,1178.65,1152.0,1154.4,338840
10,2015-01-15 00:00:00+05:30,1147.9,1168.55,1140.0,1162.05,117612
11,2015-01-16 00:00:00+05:30,1185.8,1191.5,1151.8,1155.75,343994
12,2015-01-19 00:00:00+05:30,1200.25,1209.0,1192.09,1203.0,417946
13,2015-01-20 00:00:00+05:30,1210.7,1220.0,1195.45,1201.09,194900
14,2015-01-21 00:00:00+05:30,1224.9,1237.95,1212.34,1220.0,257565
15,2015-01-22 00:00:00+05:30,1241.7,1248.8,1224.9,1224.9,192743
16,2015-01-23 00:00:00+05:30,1294.09,1307.8,1242.05,1246.0,241916
17,2015-01-27 00:00:00+05:30,1349.15,1367.05,1276.55,1285.0,372173
18,2015-01-28 00:00:00+05:30,1421.5,1439.9,1332.0,1345.0,473816
19,2015-01-29 00:00:00+05:30,1359.35,1416.85,1353.2,1411.0,228610
20,2015-01-30 00:00:00+05:30,1313.55,1390.1,1301.65,1389.95,294980
21,2015-02-02 00:00:00+05:30,1349.35,1359.2,1310.09,1350.0,202501
22,2015-02-03 00:00:00+05:30,1296.75,1356.5,1287.05,1354.0,161039
23,2015-02-04 00:00:00+05:30,1309.5,1328.35,1298.45,1300.9,151396
24,2015-02-05 00:00:00+05:30,1294.65,1332.0,1288.55,1315.0,127358
25,2015-02-06 00:00:00+05:30,1263.3,1301.9,1257.55,1299.0,108730
26,2015-02-09 00:00:00+05:30,1232.4,1259.84,1226.9,1250.0,86314
27,2015-02-10 00:00:00+05:30,1215.25,1244.55,1211.0,1226.25,144598
28,2015-02-11 00:00:00+05:30,1277.5,1289.0,1217.5,1221.0,259947
29,2015-02-12 00:00:00+05:30,1295.15,1310.0,1272.7,1289.7,207270
30,2015-02-13 00:00:00+05:30,1297.4,1302.0,1287.59,1296.0,101960
31,2015-02-16 00:00:00+05:30,1298.65,1321.25,1276.8,1305.0,174397
32,2015-02-18 00:00:00+05:30,1306.0,1312.0,1295.0,1312.0,311680
33,2015-02-19 00:00:00+05:30,1305.55,1317.95,1292.25,1310.0,45964
34,2015-02-20 00:00:00+05:30,1335.9,1348.9,1292.65,1307.0,188335
35,2015-02-23 00:00:00+05:30,1357.4,1382.6,1349.45,1349.95,314114
36,2015-02-24 00:00:00+05:30,1352.9,1383.25,1345.0,1357.3,175082
37,2015-02-25 00:00:00+05:30,1313.15,1369.9,1308.0,1360.0,92279
38,2015-02-26 00:00:00+05:30,1299.84,1328.0,1290.55,1314.0,220880
39,2015-02-27 00:00:00+05:30,1302.15,1321.8,1290.09,1303.0,184480
40,2015-03-02 00:00:00+05:30,1348.1,1362.0,1312.0,1313.0,214128
41,2015-03-03 00:00:00+05:30,1404.3,1412.95,1349.5,1349.55,261983
42,2015-03-04 00:00:00+05:30,1417.9,1428.85,1375.2,1420.0,314313
43,2015-03-05 00:00:00+05:30,1408.5,1453.35,1387.15,1425.0,229156
44,2015-03-09 00:00:00+05:30,1363.15,1408.5,1357.0,1408.5,156149
45,2015-03-10 00:00:00+05:30,1358.05,1388.85,1342.25,1370.25,106063
46,2015-03-11 00:00:00+05:30,1347.1,1382.5,1337.5,1363.0,130472
47,2015-03-12 00:00:00+05:30,1361.35,1377.0,1324.6,1350.0,117807
48,2015-03-13 00:00:00+05:30,1382.4,1404.9,1365.45,1366.0,173201
49,2015-03-16 00:00:00+05:30,1423.25,1429.85,1362.0,1383.9,160844
50,2015-03-17 00:00:00+05:30,1451.05,1464.0,1415.0,1431.0,283042
51,2015-03-18 00:00:00+05:30,1440.85,1478.7,1435.3,1463.8,198184
52,2015-03-19 00:00:00+05:30,1447.2,1463.0,1438.15,1455.95,141486
53,2015-03-20 00:00:00+05:30,1414.2,1447.2,1406.0,1438.0,391071
54,2015-03-23 00:00:00+05:30,1357.2,1429.1,1352.2,1415.75,225885
55,2015-03-24 00:00:00+05:30,1355.15,1370.0,1334.0,1354.1,175387
56,2015-03-25 00:00:00+05:30,1425.75,1442.0,1350.05,1350.05,338946
57,2015-03-26 00:00:00+05:30,1387.2,1426.1,1378.0,1421.0,414179
58,2015-03-27 00:00:00+05:30,1353.95,1394.55,1317.5,1387.2,172279
59,2015-03-30 00:00:00+05:30,1340.55,1398.1,1333.05,1370.0,197216
60,2015-03-31 00:00:00+05:30,1369.2,1379.85,1333.0,1338.0,188491
61,2015-04-01 00:00:00+05:30,1390.0,1393.85,1351.0,1351.0,132827
62,2015-04-06 00:00:00+05:30,1411.15,1429.8,1380.0,1394.9,231232
63,2015-04-07 00:00:00+05:30,1401.6,1424.95,1390.0,1415.0,149342
64,2015-04-08 00:00:00+05:30,1381.95,1422.0,1376.0,1403.0,305178
65,2015-04-09 00:00:00+05:30,1369.6,1393.0,1356.5,1382.0,199931
66,2015-04-10 00:00:00+05:30,1395.7,1403.5,1365.0,1369.5,180183
67,2015-04-13 00:00:00+05:30,1399.65,1412.4,1384.2,1400.0,178785
68,2015-04-15 00:00:00+05:30,1387.55,1409.0,1378.05,1406.7,110697
69,2015-04-16 00:00:00+05:30,1377.15,1405.0,1356.6,1392.0,192463
70,2015-04-17 00:00:00+05:30,1318.3,1379.9,1305.0,1379.9,282557
71,2015-04-20 00:00:00+05:30,1279.75,1321.15,1266.65,1316.0,170718
72,2015-04-21 00:00:00+05:30,1223.45,1291.0,1220.15,1286.9,259560
73,2015-04-22 00:00:00+05:30,1262.84,1281.8,1215.09,1223.0,471038
74,2015-04-23 00:00:00+05:30,1297.59,1307.5,1266.0,1266.0,518336
75,2015-04-24 00:00:00+05:30,1295.34,1308.59,1275.0,1305.0,370654
76,2015-04-27 00:00:00+05:30,1177.3,1294.8,1147.3,1290.0,450290
77,2015-04-28 00:00:00+05:30,1167.5,1190.45,1148.0,1175.0,476845
78,2015-04-29 00:00:00+05:30,1165.0,1181.84,1155.5,1165.0,372241
79,2015-04-30 00:00:00+05:30,1137.15,1174.9,1130.0,1165.0,548858
80,2015-05-04 00:00:00+05:30,1201.59,1210.0,1143.0,1143.0,224235
81,2015-05-05 00:00:00+05:30,1200.75,1215.0,1183.0,1207.9,80767
82,2015-05-06 00:00:00+05:30,1174.05,1227.59,1152.0,1202.0,175887
83,2015-05-07 00:00:00+05:30,1169.05,1189.8,1146.45,1180.0,201421
84,2015-05-08 00:00:00+05:30,1185.95,1193.84,1171.8,1179.0,80236
85,2015-05-11 00:00:00+05:30,1250.59,1286.9,1185.0,1186.09,438636
86,2015-05-12 00:00:00+05:30,1238.95,1249.0,1218.7,1248.2,129070
87,2015-05-13 00:00:00+05:30,1235.59,1269.8,1214.65,1243.7,446265
88,2015-05-14 00:00:00+05:30,1247.55,1254.95,1214.05,1236.09,383250
89,2015-05-15 00:00:00+05:30,1248.7,1262.0,1227.0,1248.05,184809
90,2015-05-18 00:00:00+05:30,1272.34,1276.0,1245.9,1254.4,158100
91,2015-05-19 00:00:00+05:30,1274.9,1295.0,1252.0,1278.4,223496
92,2015-05-20 00:00:00+05:30,1306.55,1317.05,1273.4,1279.4,195341
93,2015-05-21 00:00:00+05:30,1296.65,1333.0,1289.25,1320.0,237550
94,2015-05-22 00:00:00+05:30,1309.15,1318.05,1286.09,1299.95,117761
95,2015-05-25 00:00:00+05:30,1277.0,1309.09,1270.8,1302.09,110271
96,2015-05-26 00:00:00+05:30,1240.05,1284.4,1230.0,1284.09,223883
97,2015-05-27 00:00:00+05:30,1226.84,1238.5,1221.0,1230.0,149441
98,2015-05-28 00:00:00+05:30,1222.25,1251.0,1191.3,1229.55,438239
99,2015-05-29 00:00:00+05:30,1212.55,1238.45,1204.0,1220.0,417282
100,2015-06-01 00:00:00+05:30,1225.34,1233.0,1204.0,1212.7,181381
101,2015-06-02 00:00:00+05:30,1207.0,1224.0,1201.3,1224.0,112464
102,2015-06-03 00:00:00+05:30,1212.8,1221.0,1150.0,1208.05,277102
103,2015-06-04 00:00:00+05:30,1213.9,1225.0,1189.8,1211.75,152960
104,2015-06-05 00:00:00+05:30,1195.75,1224.34,1190.0,1224.34,90148
105,2015-06-08 00:00:00+05:30,1210.7,1219.8,1195.75,1202.09,111351
106,2015-06-09 00:00:00+05:30,1171.95,1214.0,1165.55,1214.0,251965
107,2015-06-10 00:00:00+05:30,1204.15,1216.0,1164.0,1164.0,134566
108,2015-06-11 00:00:00+05:30,1219.25,1230.3,1201.2,1215.0,297957
109,2015-06-12 00:00:00+05:30,1178.34,1217.8,1171.0,1214.0,129271
110,2015-06-15 00:00:00+05:30,1185.75,1250.0,1155.0,1156.0,111299
111,2015-06-16 00:00:00+05:30,1192.34,1215.0,1173.0,1173.0,200631
112,2015-06-17 00:00:00+05:30,1187.84,1206.8,1180.65,1200.95,174430
113,2015-06-18 00:00:00+05:30,1189.4,1203.5,1182.0,1190.05,185924
114,2015-06-19 00:00:00+05:30,1253.0,1259.0,1193.4,1194.4,453935
115,2015-06-22 00:00:00+05:30,1298.34,1304.9,1241.95,1256.0,409342
116,2015-06-23 00:00:00+05:30,1275.75,1306.5,1268.0,1300.0,265053
117,2015-06-24 00:00:00+05:30,1284.05,1294.7,1267.09,1278.5,113545
118,2015-06-25 00:00:00+05:30,1301.09,1309.9,1278.9,1285.0,295158
119,2015-06-26 00:00:00+05:30,1309.55,1325.0,1293.3,1298.34,283454
120,2015-06-29 00:00:00+05:30,1283.25,1303.2,1266.15,1298.0,163259
121,2015-06-30 00:00:00+05:30,1315.95,1326.0,1279.9,1283.25,273137
122,2015-07-01 00:00:00+05:30,1330.7,1357.9,1307.0,1314.8,402115
123,2015-07-02 00:00:00+05:30,1319.55,1355.4,1316.0,1332.0,153699
124,2015-07-03 00:00:00+05:30,1301.09,1335.0,1290.09,1316.0,143567
125,2015-07-06 00:00:00+05:30,1299.3,1321.0,1282.4,1290.0,294876
126,2015-07-07 00:00:00+05:30,1303.34,1323.0,1295.05,1303.0,135604
127,2015-07-08 00:00:00+05:30,1314.05,1334.0,1280.59,1286.0,336702
128,2015-07-09 00:00:00+05:30,1323.8,1348.0,1316.0,1317.0,310982
129,2015-07-10 00:00:00+05:30,1328.55,1335.6,1310.0,1323.0,158863
130,2015-07-13 00:00:00+05:30,1338.0,1347.0,1322.0,1328.0,175378
131,2015-07-14 00:00:00+05:30,1349.2,1355.8,1335.95,1345.45,144436
132,2015-07-15 00:00:00+05:30,1363.6,1378.75,1340.0,1352.0,211459
133,2015-07-16 00:00:00+05:30,1369.6,1383.9,1361.45,1364.9,104971
134,2015-07-17 00:00:00+05:30,1359.35,1381.7,1353.6,1369.0,107946
135,2015-07-20 00:00:00+05:30,1350.4,1370.0,1343.6,1369.4,80054
