,ACC,ADANIENT,ADANIGREEN,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BANDHANBNK,BANKBARODA,BERGEPAINT,BHARTIARTL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CHOLAFIN,CIPLA,COALINDIA,COLPAL,DABUR,DIVISLAB,DLF,DMART,DRREDDY,EICHERMOT,GAIL,GLAND,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HDFC,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,ICICIGI,ICICIPRULI,IGL,INDIGO,INDUSINDBK,INDUSTOWER,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,LICI,LTI,LT,LUPIN,MARICO,MARUTI,MCDOWELL-N,MM,MUTHOOTFIN,NAUKRI,NESTLEIND,NIFTY 50,NIFTY BANK,NMDC,NTPC,ONGC,PEL,PGHH,PIDILITIND,PIIND,PNB,POWERGRID,RELIANCE,SAIL,SBICARD,SBILIFE,SBIN,SHREECEM,SIEMENS,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK
DABUR,0.30588370209735294,0.24225683778175813,0.13302879188399347,0.2642797014232478,0.31481371370011546,0.2640612582462157,0.349025012163395,0.30612397318668394,0.26428780249131795,0.2901821465195061,0.30281279869516003,0.2004357166850261,0.29125853816590985,0.1639890609996579,0.17760926902803556,0.29729820744370167,0.25461267595952375,0.27524210844746705,0.2508812370484603,0.2393942701602737,0.4003086271526037,0.27245733791228527,0.2663805818291707,0.1745084174069394,0.37398999662870097,1.0000000000000002,0.2851457606138558,0.3001905843432317,0.21605164290931453,0.2319655723376313,0.2701754431727651,0.18521845705427087,0.023841541728338675,0.4256115673498104,0.2903682513131234,0.29623729875730104,0.2293104866382978,0.22980301856260527,0.23892222905525953,0.26140987513491076,0.26500883214927295,0.29427155732542265,0.27666056288598095,0.20687197102400776,0.4409070471348337,0.2609078898358416,0.21675504593492592,0.2233197507249061,0.21896948830470206,0.14818162235137072,0.2675577143556042,0.18109338859480884,0.23486352976206865,0.1978198224780654,0.28640133605863644,0.24514694654459712,0.26815951347754474,0.2889754738182534,0.24806323083383588,0.05170142261789322,0.216563408728538,0.29504465438905997,0.23786432486867082,0.44973035541121553,0.32059723282226066,0.28751432654413495,0.2915933519374494,0.25099345248837274,0.2610889107091373,0.366472345773666,0.44546491588882775,0.32515178963511426,0.18817969912524266,0.2239474078052915,0.1692305332989325,0.23889207678363966,0.1524528453574448,0.3731807717074986,0.2387060273710576,0.17571858630644463,0.18819775615077125,0.28138017903607165,0.2553119501635351,0.19634484244937103,0.2578587684448939,0.23912482174431973,0.2893356258269174,0.3168316049880049,0.27073388692877515,0.34609255924027615,0.26927216091245604,0.2554918187796675,0.20262746213819538,0.24107132480569898,0.32193396730062535,0.2607566938198742,0.3266205199926569,0.29324348412091933,0.24410724141972828,0.22835891534629435,0.07309453033156577
DIVISLAB,0.254076217636017,0.22639775715713292,0.11683066524388896,0.2546919477075756,0.2502462696041826,0.25542768240054053,0.21819544792646162,0.37049379915246544,0.2074740658621124,0.2291764599049731,0.19122808163777033,0.12359414107541175,0.20250223942905268,0.08012259616740036,0.19270785651399555,0.2595782508486927,0.19091031068239558,0.29815087070512275,0.1568975262431094,0.22537062854687856,0.20275758344983538,0.19458739035713069,0.3738011452090485,0.16712447730888966,0.2099571580172418,0.2851457606138558,0.9999999999999997,0.2308845142292887,0.156509827221087,0.38327784436269785,0.2109294668001954,0.1478396192046073,0.09085168673262733,0.19987472963227668,0.25335410919083357,0.2272840314831778,0.2586680802168672,0.1867798685424807,0.17134239709706248,0.15731275960997995,0.18686404968095413,0.20104045326599296,0.21786629429808801,0.19176426685400078,0.20691737736817017,0.23346898397493643,0.18561980559252964,0.16931904349649024,0.20325872575312354,0.1121672081610117,0.14534630917760674,0.09455599929587101,0.254461956020037,0.19671827909176226,0.183377463660028,0.2809741840335136,0.28918551513594243,0.2531198714984098,0.1994258158428835,0.04299745081564221,0.22178878801100105,0.22765786548734918,0.3505308123203832,0.21893118443157747,0.2126512112539118,0.2340269676310937,0.2351881622191905,0.21900639779292944,0.19942110030246873,0.16854698405206117,0.365567226925871,0.2553197840847705,0.18792779845227853,0.19755812503366196,0.15991759684370552,0.21760735100449402,0.10192270902813164,0.24574278787594817,0.2297790835725882,0.19151884222059717,0.17340419590606967,0.22820879916593195,0.2541746565265504,0.13150929595701255,0.14927766479609084,0.23361433614147803,0.2308956561276481,0.26504246534710046,0.3220441050424603,0.292201814959708,0.20222239022783564,0.2626261717573822,0.2042195140100118,0.2601033495410445,0.22843639511003525,0.3331381804751185,0.2814692211154729,0.1962672169978834,0.20536125519960807,0.2604542539793509,0.03744412916646153
DLF,0.4314114930477727,0.3955547035708638,0.1859616073119401,0.4503742198540748,0.4299154698650327,0.2728969379125648,0.30175046354060703,0.344190044435075,0.4399484712218663,0.3516956332584287,0.44765319483955934,0.3305305858273819,0.4403963942468732,0.30631648767981656,0.43882949501135665,0.33640024654270745,0.31204593772303396,0.3083512390375173,0.38360144261161255,0.34999972783452105,0.28194387223346423,0.38286754733282746,0.267682411337168,0.3265992143930519,0.21562076749684342,0.3001905843432317,0.2308845142292887,0.9999999999999998,0.27163536058737725,0.18185820931069133,0.3737521748606708,0.35222197997826293,0.05320246165540588,0.2729042628187259,0.4464538108144906,0.41773939245795355,0.2085118575475485,0.3035643155405709,0.3991260777287563,0.2549213214013661,0.41280718119134224,0.377007002537897,0.4607362325671329,0.3438365457276033,0.22574373662519465,0.4931339512892185,0.24013638276116572,0.29591212650796644,0.3259029030187033,0.26458036091861886,0.379508368963568,0.22004665559389291,0.18101051485573835,0.34934246861187807,0.3211532147417187,0.45017774742214867,0.4476518608768638,0.3628489036727742,0.3598851371181365,0.06452201013811008,0.18087023354882203,0.463764554465012,0.2564318185968353,0.22182041417578044,0.4164275848259962,0.3289153149187639,0.43454954000615875,0.3372142808862443,0.22652162320330244,0.1973081171086012,0.6094276597811086,0.5730661721124793,0.4162671482852238,0.343823552708082,0.31728073696609366,0.3570883318665,0.1669499995863838,0.32093008505805165,0.2664971263794184,0.40829889146117304,0.2808809460839538,0.35587306933496754,0.47030285041509406,0.2215216402162558,0.27464548355279095,0.5027327677477869,0.36174391980930537,0.42783711539077207,0.2955326067615254,0.4378669696984177,0.4554828539244102,0.4733783790440776,0.197351387684837,0.23715223317078507,0.33055870990059083,0.26017952054823934,0.4603937964626465,0.352000209190806,0.42570674954903315,0.22049512992538445,0.21070523441008293
DMART,0.2657632144441693,0.1856736963087209,0.13618809647026167,0.2552967669964101,0.2501235697568413,0.178119766080549,0.23727826920417674,0.17798838967613778,0.24720985921956595,0.2596370925615469,0.29006386396142536,0.22159206584518992,0.28985613873571064,0.2479760459346215,0.20488581433268585,0.24488547957508633,0.22400577190262644,0.1486938560660928,0.2571650718003691,0.20911716204317835,0.21732649329202544,0.26762493129901366,0.12342022351055781,0.16982613210777803,0.16992598822787702,0.21605164290931453,0.156509827221087,0.27163536058737725,1.0,0.10274274551113619,0.24657591241520968,0.21117463063601857,0.06542388622712966,0.17462840887623293,0.25941850590721116,0.2829252325977759,0.15551999150361115,0.2514012884027369,0.2695732969516702,0.2035278279728568,0.2881828980256925,0.24438623322135827,0.24540958396947968,0.18965573436995445,0.2386181014102025,0.2461434827878718,0.24476193830029272,0.2196002417838713,0.2284972628267174,0.2231636240708256,0.2286981123123398,0.16898933219587953,0.13438374377961923,0.21688980724360002,0.17302130970255306,0.25421136264727934,0.2589564651439801,0.23928500822485432,0.24192690666153255,0.07655436801877559,0.16234479372356286,0.3078202629551168,0.13963057071786275,0.17749382650512938,0.26117001874524604,0.21463752705520778,0.28777812392312596,0.2162134069232191,0.18367410513715715,0.21239676825402995,0.38813264968229527,0.3240110785477745,0.21491965512784533,0.1697323194131142,0.1808241569638689,0.23530815342610475,0.1461265766004382,0.270973682148918,0.15541191529905934,0.19910520189414854,0.1571533568269296,0.2544888197977748,0.27122642413232845,0.19370793281386922,0.24634015514478944,0.2533565949468696,0.269646630680251,0.2739820374662057,0.15909808836956735,0.2642038701121083,0.2614784760612612,0.2535753416131455,0.15674708952711477,0.16198278610952355,0.2653192868570943,0.12941692169790123,0.28528552713127253,0.19515192241016574,0.2048345254753145,0.16218922007423564,0.09396443675267195
DRREDDY,0.23381848996922952,0.1669407354774812,0.05446514064776404,0.18670759991358732,0.22565634836710724,0.24992438207882345,0.19777278229245598,0.4057784018387088,0.1618248418935704,0.22070973204784008,0.14356866855684136,0.08667628677676147,0.13330169992573898,0.054578677625426425,0.12396005199762232,0.20921385424412972,0.1228002208101114,0.30839451471987955,0.1671699531707802,0.204621458615837,0.23128717904386786,0.101425924188243,0.413913743827196,0.16379395327011137,0.17291921677667432,0.2319655723376313,0.38327784436269785,0.18185820931069133,0.10274274551113619,1.000000000000002,0.16677409448886002,0.16635294189410288,0.09972236970233628,0.17995999492694237,0.23924192033046576,0.18106088987856242,0.2093011763380972,0.126290532390268,0.13899074456748264,0.17609879151007662,0.1366371276006062,0.20289441290766352,0.20560379576726803,0.16579623233571542,0.24527723759179446,0.1664296060429319,0.14696981168697587,0.18471663597559818,0.1754581301312354,0.07560919660168305,0.12314130221268603,0.07186512025577256,0.23006302498840467,0.1281495604153716,0.12660156021067784,0.21917283691231562,0.23392748720688117,0.19400471552965953,0.1628353619779654,0.025891701003179123,0.18058485546303263,0.19256561812060935,0.4200243811816304,0.18234031155585384,0.16640001969781015,0.18857031088727763,0.20486848217147058,0.19416501949456993,0.19101261169263933,0.19441523317449907,0.3233113035071664,0.19751331941385813,0.16072136785031335,0.14631822278663342,0.15989686552929955,0.14352411721080924,0.10587912050338605,0.19354222835368168,0.22455076868392676,0.12496042371686641,0.14953615777834545,0.2379812680029429,0.20619281525937722,0.08891401437004542,0.1305274196646229,0.16183579396433234,0.1988176063447877,0.21162377295829957,0.3903962376697051,0.23029083601727834,0.1659643883101697,0.22152947804092618,0.152314501568038,0.23174972750669992,0.14439521113932688,0.32527353773615164,0.244811948682737,0.1829566912342177,0.17394036210720273,0.26631103800756883,-0.01874793994706099
EICHERMOT,0.39127790326373135,0.2537458822952448,0.16231046701755233,0.32205896840913023,0.3760926739795774,0.2518992348696391,0.36466017612910917,0.2422839415889385,0.38503113138853695,0.4240165999976807,0.4014385319105227,0.24410550921187307,0.4274062260785454,0.2683267701073618,0.28482205645482234,0.3309788090289236,0.2473665081835548,0.2496730297890755,0.41364854785903177,0.32123677394676875,0.3342119246296513,0.3520052844539936,0.18026407091086688,0.2471112264723066,0.23633856479806506,0.2701754431727651,0.2109294668001954,0.3737521748606708,0.24657591241520968,0.16677409448886002,1.0000000000000004,0.2541283561848785,0.043371831652953385,0.25653043509408013,0.3645408589403889,0.3449300775990556,0.20104617257047164,0.26084090647750185,0.3870851788913823,0.26797871456642286,0.3720031443335112,0.4181024222629257,0.3385357099547888,0.32686362038904065,0.25880800509458196,0.37350477461216325,0.25726585463659885,0.2623591438334976,0.28353190996987365,0.2109269515384678,0.3346300548301265,0.2168617493845355,0.18210564259159095,0.3284453845829794,0.2277745676746025,0.33535051556999723,0.3583014943029571,0.34959177025743515,0.35000426965106624,0.036067561239142516,0.18226380261455144,0.400621607684901,0.1648130274751806,0.2644188169473601,0.5102032120646992,0.27689648629009594,0.44236589166302737,0.32155721743223153,0.21190458973671264,0.20509523306720734,0.5391436999895126,0.4792322176020529,0.2702826955190459,0.2550149110547702,0.21982994047399304,0.26945096494865434,0.1821156408653315,0.3573455633081347,0.2581364977614118,0.25881173647437533,0.21034117440844088,0.3132855910893974,0.3256506184027863,0.23989590873256877,0.23046239993658216,0.33353194991707186,0.34755817449913506,0.38243019852758686,0.21143326897097672,0.3502331982900282,0.38505179615835017,0.34254010118806955,0.17245278037366518,0.20856059940575494,0.3345769326981546,0.166387965212657,0.40986187547048947,0.2973418657247642,0.27649297090345365,0.18659819016970638,0.1610952732206677
GAIL,0.30021485770243567,0.26095229792211483,0.1350935664991553,0.2949601725172703,0.2814484913235735,0.20091630799604027,0.19307486241766325,0.25646931474152707,0.2819034445585133,0.2713772740982042,0.27161199162503746,0.17461691595625034,0.25997102543490647,0.1936400858336071,0.32394572632040913,0.19000982096464342,0.2295038760071366,0.22253663320216782,0.294192102642153,0.3790481146094583,0.18020130645448684,0.2591645506536597,0.17609056469411524,0.36116027565619324,0.15042654897815297,0.18521845705427087,0.1478396192046073,0.35222197997826293,0.21117463063601857,0.16635294189410288,0.2541283561848785,1.0000000000000004,0.04912779472200002,0.18507188206407774,0.3183266461965785,0.2532798025301162,0.18106451941440868,0.21745222699844546,0.22034482361022198,0.19071096892869016,0.2612291515388182,0.2467697216867982,0.38481629364742126,0.3694351201465524,0.1511398269156917,0.31008968943474396,0.16270573465818403,0.2248370774768621,0.3159343813809941,0.13738725979998898,0.24233859499508098,0.21624833864534362,0.1408797803570801,0.400425255075609,0.2967480004104889,0.36239947590606547,0.34716061136064413,0.2464545231069057,0.2298073998311252,0.011499801135408461,0.14541704026453797,0.34157651632004987,0.19116429861469314,0.18527136523830187,0.24124805072733296,0.2441084276940899,0.29440832463467054,0.22357675854858497,0.14184463924597054,0.11977252380326439,0.4475204854232994,0.36045545675017876,0.36209279644850567,0.37383351882087357,0.48721025831253695,0.1958272033145942,0.13561479663920742,0.1699311450531407,0.20970397875616043,0.3149867557288643,0.28940787473137874,0.3152516531179426,0.38670186860387906,0.14285275059129118,0.1959116333174735,0.35132628075905664,0.2477346242296619,0.3269443877694478,0.23061322789390507,0.2901453203397456,0.3498459269476215,0.3940049307265474,0.17390313755559653,0.21604226320642617,0.21048842789712185,0.18164939971999436,0.2938007267191334,0.2936370789704255,0.36077310947502034,0.18950557557742242,0.08736579886975734
GLAND,0.0626154573241021,0.038437975677148,0.0553085558227204,0.048421103058967886,0.05256071999769394,0.09035962264835581,0.049730817768826895,0.0945377036297251,0.009109617596322526,0.05084572350067101,0.035269340513707684,0.07825020602420105,0.034728970826813935,0.03649565176151624,0.04407757065726904,0.037664818238823075,0.03424305826697123,0.05327313485885264,0.034268022270805505,0.047818759262279624,0.02766579519148162,0.021820479438821934,0.0529041592200203,0.0696325066395531,0.04138066725502915,0.023841541728338675,0.09085168673262733,0.05320246165540588,0.06542388622712966,0.09972236970233628,0.043371831652953385,0.04912779472200002,0.9999999999999997,0.044045631866162976,0.04345647351597268,0.037334609717768454,0.06704814484324902,0.06300456916624146,0.01598665635933858,0.02551195742406777,0.014761186680479255,0.04236273556618746,0.06358060826611499,0.04057846727726614,0.04956410853732601,-0.009520411822139377,0.06447692690019816,0.03389138771014267,0.06098942794477878,0.04525261242262898,0.051440324753145576,0.06440602631332307,0.0761835425046252,0.061407856884456706,0.01524043881224883,0.05785092034427479,0.05757407179434258,0.09694365389814005,0.01864855548327933,0.04402712283666434,0.08509085924796972,0.03418144037188652,0.07430164322516276,0.03728662741035914,0.021824473742790725,0.048885830696600185,0.023301951957032944,0.03291733205089357,0.05261303531185495,0.02261422267239011,0.06980923552534705,0.022720845856244266,0.09508206309789353,0.05575419270977707,0.06045322486402744,0.06516367972853347,0.0337198201219504,0.025792722362545345,0.057550886503281246,0.024907784686743456,0.06861973826712,0.06497497576370831,0.07908879856844173,0.0897939591273145,0.024749708049767165,0.03086717390065308,0.05239571610471385,0.06054675748267731,0.062358170094218617,0.02927496769362721,0.052244838139967414,0.0907164956934437,0.07915844144562663,0.0884046078917233,0.055231216681381125,0.07971724623266763,0.04971008426893559,0.07736644504417815,0.046732813020368295,0.11298260616241215,0.027021255827893137
GODREJCP,0.23724740580151538,0.18579460480573276,0.1361799092884671,0.26625453220595025,0.22123065442392936,0.20825595225147925,0.2824287144647048,0.2123441832813756,0.2263821706478686,0.29328057167549637,0.26910513763839466,0.21732632978742905,0.2974273526260427,0.18935450470550869,0.18755528216511852,0.266131903086655,0.18787837912950356,0.21825694498468445,0.2635438970962778,0.22226068684777642,0.3435241347789738,0.2380561258946463,0.1816869123013248,0.17857408429347926,0.326730440542042,0.4256115673498104,0.19987472963227668,0.2729042628187259,0.17462840887623293,0.17995999492694237,0.25653043509408013,0.18507188206407774,0.044045631866162976,0.9999999999999997,0.2511985613764583,0.28349013879568263,0.22248131544227057,0.21528272842018775,0.24518903169365674,0.24171898792081256,0.27104304835934245,0.28624343179373374,0.1924312209869797,0.20823299341643803,0.3543565046167162,0.22044336586605165,0.2338678005430295,0.19197574864968253,0.2363627879398001,0.15767865867914108,0.19967985778858666,0.16947875715688795,0.215811003767349,0.20234267982937468,0.2435783984018593,0.17339164107308108,0.1895839913578946,0.27341665728028547,0.22473314121655646,0.09306731738818319,0.17260759345692722,0.27938073510895817,0.1712424850733862,0.31254528969321893,0.31725687920656465,0.26233686465425465,0.2288058342976221,0.18135055430377578,0.181350437030611,0.2926747511164323,0.4008885910833102,0.2979053725685916,0.1969662656348325,0.1876747773096486,0.17904843020106415,0.2690546745222789,0.14524748679395816,0.30406973759769795,0.21424963026599197,0.1528920171055505,0.15623127901834885,0.2555290156554775,0.18556697900114585,0.20232074674285477,0.19124614403773377,0.2165924940057565,0.24975439299155996,0.30952619069583676,0.20704615884368036,0.30900339187116177,0.2627097605912509,0.18934826171319505,0.23188384256195546,0.21683772679404004,0.23750202954633806,0.22139074554926164,0.2802853016985469,0.24687463048537994,0.20297801307749594,0.20167943697168084,0.07263051496511792
GRASIM,0.5277133268116103,0.33424430908654695,0.18896500538156175,0.39662413973198285,0.512461507630069,0.2585832075688989,0.361749409732924,0.35349939177062767,0.4443921398767202,0.37323242272544593,0.41905736805562427,0.2726453661692539,0.3904208690734511,0.26063406494668606,0.36921973985715834,0.36025537202704866,0.34872326008087945,0.28459943639372726,0.3697615933449895,0.3729384721151369,0.3005193006592863,0.39016804884361334,0.2688510645761329,0.28598266423499114,0.25658981242599155,0.2903682513131234,0.25335410919083357,0.4464538108144906,0.25941850590721116,0.23924192033046576,0.3645408589403889,0.3183266461965785,0.04345647351597268,0.2511985613764583,1.0,0.34784496513127866,0.19875168038946203,0.2911131874198076,0.41837502021613715,0.33529195764985614,0.40472210977046374,0.37796594285317314,0.4214875761673576,0.34113908226394846,0.28590402560829276,0.4141394530525093,0.30305971796871894,0.36080116588730815,0.33969340396153497,0.24950518544407765,0.3824471590868967,0.24839062088233357,0.22341232252675464,0.3521008776524769,0.2795965159635134,0.42515758342525695,0.46510992405291296,0.3262534241700198,0.35608918251974386,0.06546608844388348,0.22287446527245205,0.47486758972070076,0.2598196360974046,0.2617764199428302,0.44014745710613123,0.326559240913595,0.4274050718636943,0.3761964707577757,0.2128297149515319,0.2608983302834602,0.6095304137342793,0.5339302744227578,0.3674733302059376,0.3180309239014155,0.30545264780770837,0.3118679549158671,0.17346092168222393,0.3550086027600339,0.28072814763361426,0.31634351354666546,0.28884796555455733,0.34554437692933004,0.44921442009035334,0.21132923259040198,0.29989305945368017,0.43836942368215576,0.43784499560757056,0.4274145147291349,0.3081509234760053,0.3972880007802725,0.3980159961985133,0.45332773642778346,0.21742401572486386,0.26719016062730566,0.3528502035564778,0.21418820129688082,0.6104163555602622,0.35851399850039406,0.3697445681414416,0.2486295357254636,0.1441977226475946
HAVELLS,0.38349437499500255,0.259329254993563,0.1685912069788966,0.34162752211643754,0.3611506537330885,0.25032111424530296,0.3287332572709334,0.2758092442913157,0.3112815682901802,0.33249394468257654,0.3422421035907465,0.26372846306578435,0.38048513474302936,0.24628377882502356,0.27411425162208775,0.3435079782988532,0.25489223145950196,0.26404219357724257,0.35338880075343565,0.2812677970415052,0.30246127844313553,0.31515986356064546,0.21015813166302127,0.2599663471132476,0.23153257100249386,0.29623729875730104,0.2272840314831778,0.41773939245795355,0.2829252325977759,0.18106088987856242,0.3449300775990556,0.2532798025301162,0.037334609717768454,0.28349013879568263,0.34784496513127866,0.9999999999999997,0.22302173265532851,0.2450919185854811,0.3253408261769665,0.209105324408366,0.3256319945056396,0.30871215587445333,0.3643231775612149,0.29421644832370447,0.2423030011320716,0.3242738551913008,0.22237172546514955,0.21137843323794156,0.29576688076298485,0.2177169284329874,0.29291462386614914,0.18111468042174664,0.22309385915893787,0.2773181047148551,0.24106554109095152,0.361245789645461,0.34919597161235355,0.3222508189532998,0.2868396644050996,0.07688829857845239,0.17470969531793515,0.3552663554276421,0.19082803081823607,0.2505623018216887,0.35213160362774526,0.2833963054276223,0.3541524725396142,0.27364072524060223,0.23408485714068714,0.22566763903757503,0.49448847596406853,0.41644947478674077,0.29350387533168654,0.25223831407035935,0.24050660763629705,0.3039909905205212,0.18238487384913157,0.3609524873483351,0.24855636574454498,0.2570947150991661,0.19215943176825434,0.2916087206310386,0.3136091879678071,0.19471016697020196,0.20295653040727407,0.3249633040815768,0.33031866225071554,0.35609357234078814,0.21557973655483298,0.3542202589278761,0.36602725378453266,0.36607792805279804,0.18802975203456443,0.23061813701852277,0.3548216797720107,0.21185442937496976,0.38939706453128536,0.32432143788188794,0.32409302923726874,0.21161292719777475,0.12608137560203728
HCLTECH,0.21187727400495962,0.19161621965242168,0.06509155201252485,0.20346201259936791,0.22951292564098738,0.21828145235673904,0.21198915501013418,0.22424379772034336,0.1894154967431716,0.1971988094998498,0.17374141493119707,0.09421749014278993,0.17317222302258065,0.11760044880705253,0.12124710840913878,0.23006191224151262,0.17502751391659171,0.21326950443505122,0.21452932818247905,0.20520989298650724,0.20500009761527188,0.15902958226609784,0.2159406574251178,0.19650519690721216,0.18375131555726587,0.2293104866382978,0.2586680802168672,0.2085118575475485,0.15551999150361115,0.2093011763380972,0.20104617257047164,0.18106451941440868,0.06704814484324902,0.22248131544227057,0.19875168038946203,0.22302173265532851,0.9999999999999999,0.20009224340288148,0.22078404677694596,0.23148402030762272,0.23092872875261974,0.2096994465647512,0.26064992501170714,0.13518533322599283,0.22445591058920655,0.19266787213947895,0.18437057508214114,0.18557718141425458,0.2333931888196511,0.1329730925343632,0.15892988330997357,0.1291172544201913,0.5708189531822784,0.15138626270060698,0.16657740133584248,0.2539460942573532,0.28154180126861444,0.23682344444502076,0.1919783037520337,0.05352548384785883,0.4076050368747912,0.20707735447411546,0.18352263551877274,0.23033210085124955,0.23569592757827154,0.15889954701631098,0.24470796826718505,0.20363539734584463,0.2528744033693789,0.20581360275034358,0.443237617060672,0.24665586862536557,0.16692904461714742,0.18926764355153428,0.2111649367203039,0.14754236511713045,0.090502866484814,0.19981376582458035,0.20261677015055457,0.10782013044380861,0.19661677816970655,0.28235693891959723,0.19436995059234044,0.21425954811146838,0.1841345296835214,0.16815579372072026,0.21592192705758426,0.2365693681559767,0.2000540882757493,0.25302851899125245,0.23982308177297784,0.250327663809718,0.5183989728015357,0.5116242027074934,0.21860300965355203,0.22247280224595326,0.25475945874727257,0.2585954840619587,0.2083861518474456,0.5330547724982628,-0.01477601120452102
HDFCAMC,0.2919254663364358,0.212944535861214,0.19437084440834188,0.2806681262332247,0.27429088837269516,0.233329903205076,0.2008295777958618,0.21516867888277014,0.31960889992296465,0.24339442379819476,0.3509330599918935,0.23104631498842781,0.3391381446399326,0.3346853904844553,0.26300059573556994,0.2086420875230006,0.18707031060545054,0.18848607942029091,0.2928384556948552,0.27245435982645927,0.23682250144192035,0.2774602129632502,0.14299323316033885,0.2146115806859547,0.2368008568103714,0.22980301856260527,0.1867798685424807,0.3035643155405709,0.2514012884027369,0.126290532390268,0.26084090647750185,0.21745222699844546,0.06300456916624146,0.21528272842018775,0.2911131874198076,0.2450919185854811,0.20009224340288148,0.9999999999999993,0.3454152400723632,0.4032294948962644,0.3390555749647642,0.270330659522242,0.2374832700312297,0.21192121578316997,0.2187206418842603,0.29968601242315895,0.35781485173349936,0.3235779591959001,0.2954461180617325,0.19443739195393567,0.3431596900956708,0.15520549624514762,0.16328972739740716,0.25306857885341033,0.23425053822810343,0.2127545271861754,0.25270962547239884,0.2575232844514417,0.27337029876971214,0.09285442993827495,0.23116905499705476,0.3296179267736054,0.18452202055454248,0.207076921790881,0.2835934376532772,0.2578577486113529,0.28424937988223853,0.21838906458952784,0.24983028522141698,0.19307112543947513,0.4437705026926714,0.4064825977852398,0.2699805876173837,0.23684191883110486,0.20679891187180519,0.29837501301500113,0.1405124250922422,0.23315713998024104,0.20688578936505603,0.2541398153073541,0.2161589074901328,0.26085510319238836,0.26215844995432025,0.24035691725357636,0.3244904666344961,0.29833070141880547,0.27039201551893277,0.28810780670802255,0.1748409420767247,0.24505018656507682,0.2668232749525334,0.23738839131918132,0.2043785023255304,0.22096528898038748,0.25450305903637715,0.15016981163529117,0.3038213387891979,0.21737702826736865,0.21413803551168675,0.22618796824891055,0.11013211272090645
HDFCBANK,0.354666364226131,0.2652887678590494,0.13020616743361346,0.38724038621576073,0.34586171001227983,0.22716388325509662,0.33195550753216096,0.2598971111813298,0.49236898850098465,0.3960974995817146,0.47009112207048576,0.29811531528910556,0.4794492456692998,0.3300553007623501,0.3030310482883307,0.27920145368545995,0.3036132634734861,0.22157526198875893,0.39146207479085704,0.31806431141722175,0.3077538252633153,0.39184162949715334,0.1625651603768448,0.21679230849657097,0.2370942811876854,0.23892222905525953,0.17134239709706248,0.3991260777287563,0.2695732969516702,0.13899074456748264,0.3870851788913823,0.22034482361022198,0.01598665635933858,0.24518903169365674,0.41837502021613715,0.3253408261769665,0.22078404677694596,0.3454152400723632,1.0000000000000009,0.39333477347607276,0.694411843553471,0.3900205683952965,0.39419707361285855,0.26876728861771343,0.3050517599804908,0.5265165755105216,0.3205270216154047,0.3249503876228556,0.2827784852463205,0.2468332937730488,0.4946360209073952,0.21760202750023874,0.24525299980142662,0.29112557188205834,0.3063797774351297,0.32758300159963016,0.3651689270845579,0.29847700218788,0.6297088490351371,0.06908806657212427,0.17743165614898668,0.49818544724029706,0.151958816307245,0.21130857571579603,0.43507993295538167,0.2584121131868765,0.40901645865588443,0.3219944348275218,0.2347444176925803,0.24494430141619483,0.7433313162759799,0.8029551178283786,0.2555128630987533,0.28926856573335025,0.21214914966559506,0.2802491422674986,0.1582587008448541,0.33451102128145327,0.24998650661322006,0.2533833697149039,0.25800730135320094,0.3980785521591689,0.3394240213305319,0.32136317590786184,0.3070355680274018,0.4321136842208229,0.3590343513192097,0.39828931656783423,0.21554413817484241,0.3239370336599896,0.3502201573404545,0.3487640268085796,0.2582922881709668,0.23016460191980165,0.3340926745503417,0.14890321898374173,0.41989672878033446,0.3227902145353323,0.3074609317545598,0.216665853805612,0.12840194625316156
